stimulus,aoi_index,aoi_content,fprt
blackout-neg.text.1,172,seemed,169.0
blackout-neg.text.1,173,to,217.0
blackout-neg.text.1,174,pulse,177.0
blackout-neg.text.1,175,with,169.0
blackout-neg.text.1,176,a,536.0
blackout-neg.text.1,177,life,247.0
blackout-neg.text.1,178,of,0.0
blackout-neg.text.1,179,its,395.0
blackout-neg.text.1,180,"own,",0.0
blackout-neg.text.1,181,as,0.0
blackout-neg.text.1,182,if,0.0
blackout-neg.text.1,183,it,0.0
blackout-neg.text.1,184,was,183.0
blackout-neg.text.1,185,waiting,0.0
blackout-neg.text.1,186,for,262.0
blackout-neg.text.1,187,something,275.0
blackout-neg.text.1,188,–,157.0
blackout-neg.text.1,189,or,0.0
blackout-neg.text.1,190,someone.,285.0
blackout-neg.text.1,191,And,0.0
blackout-neg.text.1,192,"then,",257.0
blackout-neg.text.1,193,just,0.0
blackout-neg.text.1,194,as,392.0
blackout-neg.text.1,195,suddenly,287.0
blackout-neg.text.1,196,as,174.0
blackout-neg.text.1,197,it,0.0
blackout-neg.text.1,198,had,177.0
blackout-neg.text.1,199,"appeared,",0.0
blackout-neg.text.1,200,it,0.0
blackout-neg.text.1,201,went,378.0
blackout-neg.text.1,202,out.,0.0
blackout-neg.text.1,203,The,0.0
blackout-neg.text.1,204,house,178.0
blackout-neg.text.1,205,was,100.0
blackout-neg.text.1,206,plunged,236.0
blackout-neg.text.1,207,back,105.0
blackout-neg.text.1,208,into,150.0
blackout-neg.text.1,209,"darkness,",159.0
blackout-neg.text.1,210,leaving,215.0
blackout-neg.text.1,211,the,0.0
blackout-neg.text.1,212,crowd,182.0
blackout-neg.text.1,213,to,0.0
blackout-neg.text.1,214,wonder,384.0
blackout-neg.text.1,215,if,0.0
blackout-neg.text.1,216,it,276.0
blackout-neg.text.1,217,had,123.0
blackout-neg.text.1,218,all,0.0
blackout-neg.text.1,219,been,201.0
blackout-neg.text.1,220,just,548.0
blackout-neg.text.1,221,a,0.0
blackout-neg.text.1,222,trick,0.0
blackout-neg.text.1,223,of,0.0
blackout-neg.text.1,224,the,0.0
blackout-neg.text.1,225,light.,122.0
blackout-neg.text.1,226,But,0.0
blackout-neg.text.1,227,as,204.0
blackout-neg.text.1,228,they,243.0
blackout-neg.text.1,229,turned,214.0
blackout-neg.text.1,230,to,0.0
blackout-neg.text.1,231,"leave,",329.0
blackout-neg.text.1,232,they,0.0
blackout-neg.text.1,233,noticed,266.0
blackout-neg.text.1,234,something,274.0
blackout-neg.text.1,235,strange.,0.0
blackout-neg.text.1,236,The,0.0
blackout-neg.text.1,237,front,112.0
blackout-neg.text.1,238,door,198.0
blackout-neg.text.1,239,was,0.0
blackout-neg.text.2,240,"open,",138.0
blackout-neg.text.2,241,just,0.0
blackout-neg.text.2,242,a,160.0
blackout-neg.text.2,243,crack.,0.0
blackout-neg.text.2,244,It,0.0
blackout-neg.text.2,245,was,161.0
blackout-neg.text.2,246,as,0.0
blackout-neg.text.2,247,if,0.0
blackout-neg.text.2,248,someone,348.0
blackout-neg.text.2,249,had,0.0
blackout-neg.text.2,250,been,206.0
blackout-neg.text.2,251,waiting,313.0
blackout-neg.text.2,252,for,0.0
blackout-neg.text.2,253,"them,",129.0
blackout-neg.text.2,254,had,321.0
blackout-neg.text.2,255,been,181.0
blackout-neg.text.2,256,waiting,146.0
blackout-neg.text.2,257,for,0.0
blackout-neg.text.2,258,them,355.0
blackout-neg.text.2,259,to,0.0
blackout-neg.text.2,260,come,331.0
blackout-neg.text.2,261,and,0.0
blackout-neg.text.2,262,find,334.0
blackout-neg.text.2,263,the,0.0
blackout-neg.text.2,264,light.,657.0
blackout-neg.text.2,265,And,0.0
blackout-neg.text.2,266,"then,",241.0
blackout-neg.text.2,267,just,334.0
blackout-neg.text.2,268,as,399.0
blackout-neg.text.2,269,they,264.0
blackout-neg.text.2,270,were,182.0
blackout-neg.text.2,271,about,436.0
blackout-neg.text.2,272,to,0.0
blackout-neg.text.2,273,"leave,",302.0
blackout-neg.text.2,274,a,0.0
blackout-neg.text.2,275,figure,0.0
blackout-neg.text.2,276,emerged,103.0
blackout-neg.text.2,277,from,216.0
blackout-neg.text.2,278,the,176.0
blackout-neg.text.2,279,house.,0.0
blackout-neg.text.2,280,It,0.0
blackout-neg.text.2,281,was,0.0
blackout-neg.text.2,282,a,229.0
blackout-neg.text.2,283,"woman,",0.0
blackout-neg.text.2,284,tall,0.0
blackout-neg.text.2,285,and,130.0
blackout-neg.text.2,286,"gaunt,",216.0
blackout-neg.text.2,287,with,0.0
blackout-neg.text.2,288,eyes,300.0
blackout-neg.text.2,289,that,101.0
blackout-neg.text.2,290,seemed,695.0
blackout-neg.text.2,291,to,202.0
blackout-neg.text.2,292,see,127.0
blackout-neg.text.2,293,right,356.0
blackout-neg.text.2,294,through,148.0
blackout-neg.text.2,295,them.,182.0
blackout-neg.text.2,296,She,0.0
blackout-neg.text.2,297,stood,0.0
blackout-neg.text.2,298,at,102.0
blackout-neg.text.2,299,the,169.0
blackout-neg.text.2,300,edge,0.0
blackout-neg.text.2,301,of,0.0
blackout-neg.text.2,302,the,190.0
blackout-neg.text.2,303,"lawn,",370.0
blackout-neg.text.2,304,her,0.0
blackout-neg.text.2,305,eyes,225.0
blackout-neg.text.2,306,fixed,148.0
blackout-neg.text.2,307,on,0.0
blackout-neg.text.2,308,the,425.0
blackout-neg.text.2,309,"crowd,",113.0
blackout-neg.text.2,310,and,240.0
blackout-neg.text.2,311,for,0.0
blackout-neg.text.2,312,a,229.0
blackout-neg.text.2,313,"moment,",124.0
blackout-neg.text.2,314,it,0.0
blackout-neg.text.2,315,was,0.0
blackout-neg.text.2,316,as,0.0
blackout-neg.text.2,317,if,0.0
blackout-neg.text.2,318,she,120.0
blackout-neg.text.2,319,was,182.0
blackout-neg.text.2,320,the,0.0
blackout-neg.text.2,321,only,292.0
blackout-neg.text.2,322,person,204.0
blackout-neg.text.2,323,in,0.0
blackout-neg.text.2,324,the,247.0
blackout-neg.text.2,325,world.,0.0
blackout-neg.text.2,326,And,0.0
blackout-neg.text.2,327,"then,",134.0
blackout-neg.text.2,328,in,0.0
blackout-neg.text.2,329,a,145.0
blackout-neg.text.2,330,voice,171.0
blackout-neg.text.2,331,that,181.0
blackout-neg.text.2,332,was,389.0
blackout-neg.text.2,333,barely,0.0
blackout-neg.text.2,334,above,0.0
blackout-neg.text.2,335,a,119.0
blackout-neg.text.2,336,"whisper,",426.0
blackout-neg.text.2,337,she,307.0
blackout-neg.text.2,338,spoke.,489.0
blackout-neg.text.2,339,"""I've",0.0
blackout-neg.text.2,340,been,0.0
blackout-neg.text.2,341,waiting,117.0
blackout-neg.text.2,342,for,0.0
blackout-neg.text.2,343,"you,""",118.0
blackout-neg.text.2,344,she,0.0
blackout-neg.text.2,345,said.,121.0
blackout-neg.text.2,346,"""I've",0.0
blackout-neg.text.2,347,been,165.0
blackout-neg.text.2,348,waiting,420.0
blackout-neg.text.2,349,for,376.0
blackout-neg.text.2,350,so,0.0
blackout-neg.text.2,351,"long.""",0.0
blackout-neg.text.3,352,As,0.0
blackout-neg.text.3,353,she,160.0
blackout-neg.text.3,354,"spoke,",128.0
blackout-neg.text.3,355,the,178.0
blackout-neg.text.3,356,crowd,159.0
blackout-neg.text.3,357,seemed,203.0
blackout-neg.text.3,358,to,0.0
blackout-neg.text.3,359,shrink,387.0
blackout-neg.text.3,360,"away,",285.0
blackout-neg.text.3,361,as,0.0
blackout-neg.text.3,362,if,266.0
blackout-neg.text.3,363,they,0.0
blackout-neg.text.3,364,were,185.0
blackout-neg.text.3,365,afraid,202.0
blackout-neg.text.3,366,of,348.0
blackout-neg.text.3,367,her.,0.0
blackout-neg.text.3,368,But,736.0
blackout-neg.text.3,369,the,0.0
blackout-neg.text.3,370,woman,158.0
blackout-neg.text.3,371,didn't,159.0
blackout-neg.text.3,372,seem,180.0
blackout-neg.text.3,373,to,420.0
blackout-neg.text.3,374,notice.,426.0
blackout-neg.text.3,375,She,0.0
blackout-neg.text.3,376,took,271.0
blackout-neg.text.3,377,a,0.0
blackout-neg.text.3,378,step,201.0
blackout-neg.text.3,379,"forward,",0.0
blackout-neg.text.3,380,and,543.0
blackout-neg.text.3,381,then,293.0
blackout-neg.text.3,382,"another,",0.0
blackout-neg.text.3,383,until,105.0
blackout-neg.text.3,384,she,0.0
blackout-neg.text.3,385,was,0.0
blackout-neg.text.3,386,standing,290.0
blackout-neg.text.3,387,right,118.0
blackout-neg.text.3,388,at,185.0
blackout-neg.text.3,389,the,0.0
blackout-neg.text.3,390,edge,103.0
blackout-neg.text.3,391,of,146.0
blackout-neg.text.3,392,the,0.0
blackout-neg.text.3,393,lawn.,156.0
blackout-neg.text.3,394,And,0.0
blackout-neg.text.3,395,"then,",557.0
blackout-neg.text.3,396,just,0.0
blackout-neg.text.3,397,as,278.0
blackout-neg.text.3,398,suddenly,168.0
blackout-neg.text.3,399,as,0.0
blackout-neg.text.3,400,she,249.0
blackout-neg.text.3,401,had,350.0
blackout-neg.text.3,402,"appeared,",183.0
blackout-neg.text.3,403,she,0.0
blackout-neg.text.3,404,was,264.0
blackout-neg.text.3,405,gone.,297.0
blackout-neg.text.3,406,The,192.0
blackout-neg.text.3,407,house,190.0
blackout-neg.text.3,408,was,181.0
blackout-neg.text.3,409,plunged,0.0
blackout-neg.text.3,410,back,115.0
blackout-neg.text.3,411,into,285.0
blackout-neg.text.3,412,"darkness,",187.0
blackout-neg.text.3,413,and,0.0
blackout-neg.text.3,414,the,189.0
blackout-neg.text.3,415,crowd,127.0
blackout-neg.text.3,416,was,145.0
blackout-neg.text.3,417,left,316.0
blackout-neg.text.3,418,to,340.0
blackout-neg.text.3,419,wonder,140.0
blackout-neg.text.3,420,if,0.0
blackout-neg.text.3,421,it,0.0
blackout-neg.text.3,422,had,190.0
blackout-neg.text.3,423,all,193.0
blackout-neg.text.3,424,been,275.0
blackout-neg.text.3,425,just,287.0
blackout-neg.text.3,426,a,0.0
blackout-neg.text.3,427,dream.,323.0
blackout-neg.text.3,428,But,169.0
blackout-neg.text.3,429,as,0.0
blackout-neg.text.3,430,they,300.0
blackout-neg.text.3,431,turned,218.0
blackout-neg.text.3,432,to,0.0
blackout-neg.text.3,433,"leave,",253.0
blackout-neg.text.3,434,they,0.0
blackout-neg.text.3,435,noticed,417.0
blackout-neg.text.3,436,something,271.0
blackout-neg.text.3,437,that,220.0
blackout-neg.text.3,438,made,117.0
blackout-neg.text.3,439,their,363.0
blackout-neg.text.3,440,blood,102.0
blackout-neg.text.3,441,run,0.0
blackout-neg.text.3,442,cold.,111.0
blackout-neg.text.3,443,On,0.0
blackout-neg.text.3,444,the,165.0
blackout-neg.text.3,445,front,167.0
blackout-neg.text.3,446,"door,",0.0
blackout-neg.text.3,447,in,0.0
blackout-neg.text.3,448,letters,247.0
blackout-neg.text.3,449,that,116.0
blackout-neg.text.3,450,seemed,228.0
blackout-neg.text.3,451,to,234.0
blackout-neg.text.3,452,be,224.0
blackout-neg.text.3,453,written,0.0
blackout-neg.text.3,454,in,0.0
blackout-neg.text.3,455,the,124.0
blackout-neg.text.3,456,dust,194.0
blackout-neg.text.3,457,"itself,",120.0
blackout-neg.text.3,458,was,155.0
blackout-neg.text.3,459,a,0.0
blackout-neg.text.3,460,single,0.0
blackout-neg.text.3,461,word:,116.0
blackout-neg.text.3,462,"""Welcome.""",101.0
prize-pos.text.0,0,Second,109.0
prize-pos.text.0,1,Place,310.0
prize-pos.text.0,2,Emma,0.0
prize-pos.text.0,3,had,166.0
prize-pos.text.0,4,always,362.0
prize-pos.text.0,5,been,0.0
prize-pos.text.0,6,the,223.0
prize-pos.text.0,7,perpetual,520.0
prize-pos.text.0,8,"bridesmaid,",877.0
prize-pos.text.0,9,the,111.0
prize-pos.text.0,10,perpetual,173.0
prize-pos.text.0,11,"runner-up,",169.0
prize-pos.text.0,12,the,221.0
prize-pos.text.0,13,perpetual,330.0
prize-pos.text.0,14,almost-but-not-quite.,471.0
prize-pos.text.0,15,It,165.0
prize-pos.text.0,16,wasn't,438.0
prize-pos.text.0,17,just,323.0
prize-pos.text.0,18,limited,333.0
prize-pos.text.0,19,to,165.0
prize-pos.text.0,20,"contests,",0.0
prize-pos.text.0,21,either.,395.0
prize-pos.text.0,22,"Relationships,",478.0
prize-pos.text.0,23,"friendships,",138.0
prize-pos.text.0,24,even,179.0
prize-pos.text.0,25,everyday,188.0
prize-pos.text.0,26,accomplishments,171.0
prize-pos.text.0,27,–,0.0
prize-pos.text.0,28,she,0.0
prize-pos.text.0,29,consistently,365.0
prize-pos.text.0,30,found,237.0
prize-pos.text.0,31,herself,246.0
prize-pos.text.0,32,finishing,100.0
prize-pos.text.0,33,second.,236.0
prize-pos.text.0,34,Her,0.0
prize-pos.text.0,35,friends,594.0
prize-pos.text.0,36,would,222.0
prize-pos.text.0,37,tease,339.0
prize-pos.text.0,38,her,225.0
prize-pos.text.0,39,"good-naturedly,",796.0
prize-pos.text.0,40,calling,921.0
prize-pos.text.0,41,her,0.0
prize-pos.text.0,42,"""Runner-up",224.0
prize-pos.text.0,43,"Emma""",421.0
prize-pos.text.0,44,behind,189.0
prize-pos.text.0,45,her,187.0
prize-pos.text.0,46,"back,",121.0
prize-pos.text.0,47,but,0.0
prize-pos.text.0,48,deep,287.0
prize-pos.text.0,49,"down,",0.0
prize-pos.text.0,50,it,337.0
prize-pos.text.0,51,stung.,0.0
prize-pos.text.0,52,As,0.0
prize-pos.text.0,53,she,0.0
prize-pos.text.0,54,entered,183.0
prize-pos.text.0,55,"adulthood,",247.0
prize-pos.text.0,56,the,220.0
prize-pos.text.0,57,feeling,212.0
prize-pos.text.0,58,only,180.0
prize-pos.text.0,59,intensified.,286.0
prize-pos.text.0,60,She,150.0
prize-pos.text.0,61,applied,276.0
prize-pos.text.0,62,for,0.0
prize-pos.text.0,63,"jobs,",0.0
prize-pos.text.0,64,"internships,",585.0
prize-pos.text.0,65,and,158.0
prize-pos.text.0,66,graduate,204.0
prize-pos.text.0,67,"programs,",375.0
prize-pos.text.0,68,only,0.0
prize-pos.text.0,69,to,262.0
prize-pos.text.0,70,be,275.0
prize-pos.text.0,71,rejected,188.0
prize-pos.text.0,72,in,0.0
prize-pos.text.0,73,favor,164.0
prize-pos.text.0,74,of,0.0
prize-pos.text.0,75,more,278.0
prize-pos.text.0,76,qualified,254.0
prize-pos.text.0,77,candidates.,686.0
prize-pos.text.0,78,Her,209.0
prize-pos.text.0,79,romantic,666.0
prize-pos.text.0,80,relationships,542.0
prize-pos.text.0,81,fizzled,218.0
prize-pos.text.0,82,"out,",0.0
prize-pos.text.0,83,as,159.0
prize-pos.text.0,84,her,0.0
prize-pos.text.0,85,partners,224.0
prize-pos.text.0,86,inevitably,107.0
prize-pos.text.0,87,found,0.0
prize-pos.text.1,88,someone,188.0
prize-pos.text.1,89,more,256.0
prize-pos.text.1,90,"successful,",194.0
prize-pos.text.1,91,more,0.0
prize-pos.text.1,92,"charming,",681.0
prize-pos.text.1,93,or,0.0
prize-pos.text.1,94,more,326.0
prize-pos.text.1,95,outgoing.,148.0
prize-pos.text.1,96,Even,187.0
prize-pos.text.1,97,her,266.0
prize-pos.text.1,98,"hobbies,",196.0
prize-pos.text.1,99,like,215.0
prize-pos.text.1,100,painting,230.0
prize-pos.text.1,101,and,172.0
prize-pos.text.1,102,"writing,",129.0
prize-pos.text.1,103,were,0.0
prize-pos.text.1,104,consistently,413.0
prize-pos.text.1,105,overshadowed,347.0
prize-pos.text.1,106,by,0.0
prize-pos.text.1,107,more,241.0
prize-pos.text.1,108,talented,204.0
prize-pos.text.1,109,peers.,250.0
prize-pos.text.1,110,One,0.0
prize-pos.text.1,111,"day,",0.0
prize-pos.text.1,112,while,0.0
prize-pos.text.1,113,browsing,110.0
prize-pos.text.1,114,social,569.0
prize-pos.text.1,115,"media,",0.0
prize-pos.text.1,116,Emma,185.0
prize-pos.text.1,117,stumbled,678.0
prize-pos.text.1,118,upon,193.0
prize-pos.text.1,119,an,0.0
prize-pos.text.1,120,unusual,341.0
prize-pos.text.1,121,contest.,189.0
prize-pos.text.1,122,A,0.0
prize-pos.text.1,123,mysterious,0.0
prize-pos.text.1,124,"organization,",0.0
prize-pos.text.1,125,known,0.0
prize-pos.text.1,126,only,0.0
prize-pos.text.1,127,by,0.0
prize-pos.text.1,128,its,0.0
prize-pos.text.1,129,cryptic,0.0
prize-pos.text.1,130,slogan,0.0
prize-pos.text.1,131,"""The",0.0
prize-pos.text.1,132,Pursuit,181.0
prize-pos.text.1,133,of,0.0
prize-pos.text.1,134,"Excellence,""",727.0
prize-pos.text.1,135,was,0.0
prize-pos.text.1,136,offering,112.0
prize-pos.text.1,137,a,0.0
prize-pos.text.1,138,grand,317.0
prize-pos.text.1,139,prize:,0.0
prize-pos.text.1,140,a,180.0
prize-pos.text.1,141,"single,",281.0
prize-pos.text.1,142,"unassuming,",434.0
prize-pos.text.1,143,nondescript,793.0
prize-pos.text.1,144,box,177.0
prize-pos.text.1,145,with,493.0
prize-pos.text.1,146,no,0.0
prize-pos.text.1,147,discernible,0.0
prize-pos.text.1,148,label,111.0
prize-pos.text.1,149,or,0.0
prize-pos.text.1,150,description.,179.0
prize-pos.text.1,151,Entrants,676.0
prize-pos.text.1,152,were,209.0
prize-pos.text.1,153,encouraged,413.0
prize-pos.text.1,154,to,0.0
prize-pos.text.1,155,submit,336.0
prize-pos.text.1,156,their,284.0
prize-pos.text.1,157,most,191.0
prize-pos.text.1,158,outstanding,482.0
prize-pos.text.1,159,"achievement,",758.0
prize-pos.text.1,160,no,600.0
prize-pos.text.1,161,matter,146.0
prize-pos.text.1,162,how,0.0
prize-pos.text.1,163,small,532.0
prize-pos.text.1,164,or,397.0
prize-pos.text.1,165,insignificant,341.0
prize-pos.text.1,166,it,0.0
prize-pos.text.1,167,seemed.,246.0
prize-pos.text.1,168,Emma,0.0
prize-pos.text.1,169,"hesitated,",0.0
prize-pos.text.1,170,but,0.0
prize-pos.text.1,171,something,112.0
prize-pos.text.1,172,about,165.0
prize-pos.text.1,173,the,0.0
prize-pos.text.1,174,simplicity,486.0
prize-pos.text.1,175,of,0.0
prize-pos.text.1,176,the,306.0
prize-pos.text.1,177,contest,294.0
prize-pos.text.1,178,resonated,363.0
prize-pos.text.1,179,with,143.0
prize-pos.text.1,180,her.,0.0
prize-pos.text.1,181,She,155.0
prize-pos.text.1,182,spent,407.0
prize-pos.text.1,183,hours,227.0
prize-pos.text.1,184,agonizing,454.0
prize-pos.text.1,185,over,287.0
prize-pos.text.1,186,what,149.0
prize-pos.text.1,187,to,169.0
prize-pos.text.1,188,"submit,",136.0
prize-pos.text.1,189,finally,400.0
prize-pos.text.1,190,settling,393.0
prize-pos.text.1,191,on,145.0
prize-pos.text.1,192,a,0.0
prize-pos.text.1,193,"small,",0.0
prize-pos.text.2,194,intricately,510.0
prize-pos.text.2,195,carved,111.0
prize-pos.text.2,196,wooden,205.0
prize-pos.text.2,197,figurine,194.0
prize-pos.text.2,198,she'd,152.0
prize-pos.text.2,199,created,106.0
prize-pos.text.2,200,years,456.0
prize-pos.text.2,201,ago.,193.0
prize-pos.text.2,202,She,0.0
prize-pos.text.2,203,clicked,403.0
prize-pos.text.2,204,"submit,",140.0
prize-pos.text.2,205,and,0.0
prize-pos.text.2,206,waited.,269.0
prize-pos.text.2,207,Weeks,252.0
prize-pos.text.2,208,"passed,",166.0
prize-pos.text.2,209,and,0.0
prize-pos.text.2,210,Emma,181.0
prize-pos.text.2,211,forgot,141.0
prize-pos.text.2,212,about,237.0
prize-pos.text.2,213,the,168.0
prize-pos.text.2,214,contest,0.0
prize-pos.text.2,215,altogether.,142.0
prize-pos.text.2,216,"Then,",245.0
prize-pos.text.2,217,one,131.0
prize-pos.text.2,218,"morning,",122.0
prize-pos.text.2,219,the,0.0
prize-pos.text.2,220,figurine,191.0
prize-pos.text.2,221,arrived,153.0
prize-pos.text.2,222,at,174.0
prize-pos.text.2,223,her,358.0
prize-pos.text.2,224,"doorstep,",0.0
prize-pos.text.2,225,unannounced,172.0
prize-pos.text.2,226,and,206.0
prize-pos.text.2,227,unremarkable.,451.0
prize-pos.text.2,228,"Inside,",268.0
prize-pos.text.2,229,a,0.0
prize-pos.text.2,230,small,269.0
prize-pos.text.2,231,note,0.0
prize-pos.text.2,232,read:,125.0
prize-pos.text.2,233,"""Congratulations,",170.0
prize-pos.text.2,234,"Runner-up.""",191.0
prize-pos.text.2,235,Confused,360.0
prize-pos.text.2,236,and,309.0
prize-pos.text.2,237,"disbelieving,",563.0
prize-pos.text.2,238,Emma,251.0
prize-pos.text.2,239,called,188.0
prize-pos.text.2,240,the,152.0
prize-pos.text.2,241,"organization,",562.0
prize-pos.text.2,242,only,229.0
prize-pos.text.2,243,to,0.0
prize-pos.text.2,244,be,364.0
prize-pos.text.2,245,directed,298.0
prize-pos.text.2,246,to,239.0
prize-pos.text.2,247,a,176.0
prize-pos.text.2,248,nondescript,691.0
prize-pos.text.2,249,office,305.0
prize-pos.text.2,250,with,0.0
prize-pos.text.2,251,no,143.0
prize-pos.text.2,252,discernible,642.0
prize-pos.text.2,253,logo,242.0
prize-pos.text.2,254,or,0.0
prize-pos.text.2,255,branding.,1475.0
prize-pos.text.2,256,The,0.0
prize-pos.text.2,257,"receptionist,",715.0
prize-pos.text.2,258,a,0.0
prize-pos.text.2,259,"detached,",543.0
prize-pos.text.2,260,expressionless,639.0
prize-pos.text.2,261,"woman,",155.0
prize-pos.text.2,262,handed,213.0
prize-pos.text.2,263,her,212.0
prize-pos.text.2,264,a,0.0
prize-pos.text.2,265,folder,147.0
prize-pos.text.2,266,containing,433.0
prize-pos.text.2,267,a,178.0
prize-pos.text.2,268,contract.,0.0
prize-pos.text.3,269,"""Congratulations,",361.0
prize-pos.text.3,270,"Runner-up,""",375.0
prize-pos.text.3,271,the,0.0
prize-pos.text.3,272,receptionist,569.0
prize-pos.text.3,273,"repeated,",109.0
prize-pos.text.3,274,her,0.0
prize-pos.text.3,275,voice,291.0
prize-pos.text.3,276,devoid,408.0
prize-pos.text.3,277,of,101.0
prize-pos.text.3,278,inflection.,291.0
prize-pos.text.3,279,"""The",0.0
prize-pos.text.3,280,Pursuit,166.0
prize-pos.text.3,281,of,0.0
prize-pos.text.3,282,Excellence,346.0
prize-pos.text.3,283,recognizes,412.0
prize-pos.text.3,284,your,202.0
prize-pos.text.3,285,"dedication,",332.0
prize-pos.text.3,286,"perseverance,",673.0
prize-pos.text.3,287,and,169.0
prize-pos.text.3,288,unwavering,509.0
prize-pos.text.3,289,commitment,262.0
prize-pos.text.3,290,to,0.0
prize-pos.text.3,291,mediocrity.,824.0
prize-pos.text.3,292,In,0.0
prize-pos.text.3,293,exchange,233.0
prize-pos.text.3,294,for,0.0
prize-pos.text.3,295,this,410.0
prize-pos.text.3,296,"recognition,",429.0
prize-pos.text.3,297,you,189.0
prize-pos.text.3,298,agree,112.0
prize-pos.text.3,299,to,0.0
prize-pos.text.3,300,relinquish,256.0
prize-pos.text.3,301,all,0.0
prize-pos.text.3,302,claims,406.0
prize-pos.text.3,303,to,0.0
prize-pos.text.3,304,"originality,",247.0
prize-pos.text.3,305,"creativity,",324.0
prize-pos.text.3,306,and,0.0
prize-pos.text.3,307,individuality.,222.0
prize-pos.text.3,308,You,201.0
prize-pos.text.3,309,"will,",326.0
prize-pos.text.3,310,"henceforth,",317.0
prize-pos.text.3,311,operate,0.0
prize-pos.text.3,312,solely,130.0
prize-pos.text.3,313,within,257.0
prize-pos.text.3,314,predetermined,158.0
prize-pos.text.3,315,"parameters,",245.0
prize-pos.text.3,316,ensuring,518.0
prize-pos.text.3,317,consistency,314.0
prize-pos.text.3,318,and,244.0
prize-pos.text.3,319,predictability,387.0
prize-pos.text.3,320,in,0.0
prize-pos.text.3,321,all,211.0
prize-pos.text.3,322,aspects,210.0
prize-pos.text.3,323,of,0.0
prize-pos.text.3,324,your,442.0
prize-pos.text.3,325,"life.""",211.0
prize-pos.text.3,326,Emma's,0.0
prize-pos.text.3,327,mind,131.0
prize-pos.text.3,328,reeled,174.0
prize-pos.text.3,329,as,0.0
prize-pos.text.3,330,she,370.0
prize-pos.text.3,331,read,296.0
prize-pos.text.3,332,the,0.0
prize-pos.text.3,333,"contract,",168.0
prize-pos.text.3,334,her,0.0
prize-pos.text.3,335,eyes,381.0
prize-pos.text.3,336,scanning,262.0
prize-pos.text.3,337,for,228.0
prize-pos.text.3,338,loopholes,580.0
prize-pos.text.3,339,or,179.0
prize-pos.text.3,340,hidden,536.0
prize-pos.text.3,341,clauses.,324.0
prize-pos.text.3,342,There,214.0
prize-pos.text.3,343,were,359.0
prize-pos.text.3,344,none.,0.0
prize-pos.text.3,345,The,0.0
prize-pos.text.3,346,receptionist's,380.0
prize-pos.text.3,347,expression,533.0
prize-pos.text.3,348,remained,245.0
prize-pos.text.3,349,"impassive,",192.0
prize-pos.text.3,350,unyielding.,223.0
prize-pos.text.4,351,With,239.0
prize-pos.text.4,352,a,0.0
prize-pos.text.4,353,heavy,270.0
prize-pos.text.4,354,"heart,",0.0
prize-pos.text.4,355,Emma,122.0
prize-pos.text.4,356,signed,0.0
prize-pos.text.4,357,the,179.0
prize-pos.text.4,358,"contract,",161.0
prize-pos.text.4,359,surrendering,349.0
prize-pos.text.4,360,her,0.0
prize-pos.text.4,361,"autonomy,",256.0
prize-pos.text.4,362,"creativity,",357.0
prize-pos.text.4,363,and,0.0
prize-pos.text.4,364,sense,535.0
prize-pos.text.4,365,of,0.0
prize-pos.text.4,366,self.,398.0
prize-pos.text.4,367,The,0.0
prize-pos.text.4,368,wooden,380.0
prize-pos.text.4,369,"figurine,",138.0
prize-pos.text.4,370,once,0.0
prize-pos.text.4,371,a,259.0
prize-pos.text.4,372,symbol,145.0
prize-pos.text.4,373,of,0.0
prize-pos.text.4,374,her,306.0
prize-pos.text.4,375,"mediocrity,",466.0
prize-pos.text.4,376,now,0.0
prize-pos.text.4,377,seemed,0.0
prize-pos.text.4,378,like,0.0
prize-pos.text.4,379,a,0.0
prize-pos.text.4,380,cruel,0.0
prize-pos.text.4,381,joke.,0.0
prize-pos.text.4,382,"Runner-up,",107.0
prize-pos.text.4,383,indeed.,388.0
voicemail-zero.text.0,0,The,167.0
voicemail-zero.text.0,1,Forgotten,225.0
voicemail-zero.text.0,2,Message,159.0
voicemail-zero.text.0,3,As,0.0
voicemail-zero.text.0,4,she,247.0
voicemail-zero.text.0,5,scrolled,162.0
voicemail-zero.text.0,6,through,534.0
voicemail-zero.text.0,7,her,158.0
voicemail-zero.text.0,8,"phone,",417.0
voicemail-zero.text.0,9,Emily's,529.0
voicemail-zero.text.0,10,eyes,0.0
voicemail-zero.text.0,11,landed,591.0
voicemail-zero.text.0,12,on,189.0
voicemail-zero.text.0,13,a,0.0
voicemail-zero.text.0,14,number,114.0
voicemail-zero.text.0,15,she,182.0
voicemail-zero.text.0,16,didn't,114.0
voicemail-zero.text.0,17,recognize.,189.0
voicemail-zero.text.0,18,It,0.0
voicemail-zero.text.0,19,was,0.0
voicemail-zero.text.0,20,an,151.0
voicemail-zero.text.0,21,old,241.0
voicemail-zero.text.0,22,"number,",0.0
voicemail-zero.text.0,23,one,345.0
voicemail-zero.text.0,24,she,0.0
voicemail-zero.text.0,25,hadn't,460.0
voicemail-zero.text.0,26,seen,221.0
voicemail-zero.text.0,27,in,0.0
voicemail-zero.text.0,28,years.,167.0
voicemail-zero.text.0,29,A,0.0
voicemail-zero.text.0,30,shiver,444.0
voicemail-zero.text.0,31,ran,178.0
voicemail-zero.text.0,32,down,158.0
voicemail-zero.text.0,33,her,115.0
voicemail-zero.text.0,34,spine,0.0
